sale_id,sale_date,store_id,product_id,quantity
2476,2022-12-16,4,3,2
2477,2022-08-14,2,1,1
2478,2022-08-11,3,15,2
2479,2023-03-03,8,6,1
2480,2021-05-16,10,1,1
2481,2021-02-22,3,2,1
2482,2022-07-05,1,2,2
2483,2022-02-18,7,8,2
2484,2021-01-02,14,17,5
2485,2022-12-21,6,1,1
2486,2021-10-11,1,11,1
2487,2023-11-12,2,1,3
2488,2022-01-09,9,9,1
2489,2021-08-17,4,17,1
2490,2022-08-19,6,2,2
2491,2021-06-09,1,11,3
2492,2021-04-19,11,15,1
2493,2022-12-15,12,1,3
2494,2023-09-26,11,12,1
2495,2021-10-13,2,2,1
2496,2021-03-09,6,3,1
2497,2021-11-16,4,6,1
2498,2023-12-27,5,6,1
2499,2023-01-12,13,7,1
2500,2022-05-27,4,18,1
2501,2023-11-25,15,1,1
2502,2022-09-06,3,20,2
2503,2022-03-26,1,11,1
2504,2023-10-28,15,13,1
2505,2022-06-15,1,2,3
2506,2023-07-07,7,10,3
2507,2022-03-01,6,7,1
2508,2023-03-14,1,13,2
2509,2023-03-04,3,1,1
2510,2022-10-12,6,9,5
2511,2021-01-01,1,6,1
2512,2022-11-22,2,12,1
2513,2023-01-16,12,2,1
2514,2021-04-04,9,6,1
2515,2022-09-11,8,7,3
2516,2022-03-01,11,1,2
2517,2022-12-26,2,6,1
2518,2021-05-10,13,4,1
2519,2023-12-20,1,2,2
2520,2022-06-07,4,1,1
2521,2022-04-01,1,1,1
2522,2022-03-11,8,4,3
2523,2022-08-28,1,4,1
2524,2022-03-28,1,17,1
2525,2023-09-18,5,5,4
2526,2023-06-14,15,6,1
2527,2022-05-03,12,3,1
2528,2021-03-03,7,14,1
2529,2023-03-20,3,13,1
2530,2021-12-14,1,10,1
2531,2023-06-17,1,14,1
2532,2022-11-26,6,19,1
2533,2023-07-24,5,8,1
2534,2022-08-27,1,2,1
2535,2023-12-11,2,3,1
2536,2022-03-26,3,3,1
2537,2022-11-25,14,5,5
2538,2022-11-14,1,1,2
2539,2022-07-07,4,3,1
2540,2021-12-18,5,8,2
2541,2022-03-14,2,5,1
2542,2021-02-15,2,3,1
2543,2021-03-03,2,2,1
2544,2022-04-03,11,4,2
2545,2021-09-13,3,12,4
2546,2023-08-27,14,1,2
2547,2022-02-11,3,5,1
2548,2021-09-27,3,4,1
2549,2022-08-28,9,10,1
2550,2022-01-16,12,2,1
2551,2022-01-26,5,7,3
2552,2021-09-22,6,13,3
2553,2023-02-28,4,8,1
2554,2023-12-16,3,13,1
2555,2021-11-15,12,6,1
2556,2022-03-27,9,6,1
2557,2021-08-03,2,9,1
2558,2021-03-25,10,1,3
2559,2021-05-01,4,4,2
2560,2022-02-05,10,16,1
2561,2021-02-17,14,14,1
2562,2022-10-12,9,13,2
2563,2021-07-22,14,15,1
2564,2023-02-08,9,2,1
2565,2021-09-06,10,4,1
2566,2021-08-06,4,15,1
2567,2023-09-23,2,10,1
2568,2022-01-10,13,2,1
2569,2022-06-07,10,18,1
2570,2021-03-16,3,1,1
2571,2023-01-01,4,17,1
2572,2022-10-01,2,2,2
2573,2021-11-06,1,1,1
2574,2023-08-14,3,6,1
2575,2022-11-09,8,1,1
2576,2022-09-27,7,11,1
2577,2023-03-09,13,11,1
2578,2023-12-24,6,4,2
2579,2023-04-05,6,3,1
2580,2023-12-18,13,4,1
2581,2021-10-21,7,16,2
2582,2023-05-02,6,6,1
2583,2022-03-16,5,7,2
2584,2022-03-21,1,10,2
2585,2021-02-10,4,1,1
2586,2022-12-17,5,2,1
2587,2022-11-16,10,6,1
2588,2023-07-19,3,2,1
2589,2022-08-02,9,7,3
2590,2021-02-06,2,14,2
2591,2023-11-13,7,4,1
2592,2023-05-01,5,7,1
2593,2021-06-06,2,20,1
2594,2023-05-09,3,6,1
2595,2023-09-25,9,8,1
2596,2021-03-03,13,1,1
2597,2023-08-04,3,15,1
2598,2021-09-02,9,2,1
2599,2021-07-08,12,12,4
2600,2022-04-24,6,4,1
2601,2022-09-19,5,5,1
2602,2023-06-06,6,15,1
2603,2023-06-26,5,6,1
2604,2021-09-13,4,9,1
2605,2023-11-03,6,8,2
2606,2021-03-28,2,6,1
2607,2021-04-25,3,15,3
2608,2023-02-19,7,8,1
2609,2021-06-13,6,8,3
2610,2022-10-23,3,1,1
2611,2023-09-15,1,13,1
2612,2022-02-15,14,3,2
2613,2023-08-23,1,16,1
2614,2021-05-19,4,8,1
2615,2023-05-06,7,1,3
2616,2022-08-07,3,12,3
2617,2021-11-02,2,1,1
2618,2023-12-18,13,11,1
2619,2023-08-10,1,5,1
2620,2023-11-03,3,7,1
2621,2022-09-14,13,12,1
2622,2022-09-17,5,16,1
2623,2023-08-27,6,4,1
2624,2021-11-25,4,10,1
2625,2021-10-17,13,2,2
2626,2022-11-02,1,1,1
2627,2021-03-07,4,7,2
2628,2022-06-02,1,18,1
2629,2023-12-05,3,18,1
2630,2022-05-24,1,3,1
2631,2022-12-23,2,1,1
2632,2023-03-27,6,6,1
2633,2021-08-26,6,1,1
2634,2022-01-09,2,17,5
2635,2022-02-26,1,2,2
2636,2023-10-16,7,1,1
2637,2021-11-21,6,10,1
2638,2022-05-09,11,19,2
2639,2023-11-15,11,8,1
2640,2022-04-09,2,5,2
2641,2023-06-16,13,6,1
2642,2021-03-16,1,3,1
2643,2021-05-03,9,17,1
2644,2021-03-13,1,3,1
2645,2021-02-28,2,11,1
2646,2022-04-08,2,7,1
2647,2022-12-01,2,11,1
2648,2021-05-13,2,12,3
2649,2021-12-23,4,6,1
2650,2021-03-15,8,3,1
2651,2022-10-01,14,4,4
2652,2021-05-05,14,12,1
2653,2021-04-11,7,2,2
2654,2021-06-08,14,2,3
2655,2023-10-07,12,19,1
2656,2021-04-03,8,5,1
2657,2023-04-23,11,7,1
2658,2023-05-18,1,4,1
2659,2021-06-21,2,13,2
2660,2023-01-12,5,1,1
2661,2021-08-26,8,1,3
2662,2022-06-18,6,1,1
2663,2022-08-18,11,6,1
2664,2022-10-18,12,10,1
2665,2022-08-27,1,2,1
2666,2023-09-03,3,3,1
2667,2021-07-26,1,13,1
2668,2021-12-07,8,3,3
2669,2021-02-21,4,5,2
2670,2022-01-08,6,7,1
2671,2022-11-17,3,9,1
2672,2021-11-25,3,1,3
2673,2022-11-15,14,5,3
2674,2021-05-17,2,18,1
2675,2021-08-09,3,12,1
2676,2021-11-22,3,20,1
2677,2021-10-21,3,4,1
2678,2021-06-26,12,20,1
2679,2021-11-11,1,2,1
2680,2021-01-02,6,12,1
2681,2022-03-10,7,1,1
2682,2021-10-20,9,4,1
2683,2021-12-25,8,2,2
2684,2022-12-01,11,3,1
2685,2022-05-23,13,6,1
2686,2022-01-08,15,10,2
2687,2021-10-01,2,5,1
2688,2023-05-05,12,3,1
2689,2023-10-12,1,10,1
2690,2022-08-17,6,4,1
2691,2023-01-23,7,5,2
2692,2022-10-07,6,4,1
2693,2021-01-08,6,9,1
2694,2023-02-04,2,5,3
2695,2021-09-28,13,1,1
2696,2023-04-28,3,3,1
2697,2021-01-19,3,17,1
2698,2023-02-01,14,5,1
2699,2021-09-04,2,8,1
2700,2021-07-28,6,19,1
2701,2023-12-24,7,9,1
2702,2021-11-03,3,13,2
2703,2021-09-16,2,2,2
2704,2021-10-21,12,7,1
2705,2023-04-07,3,3,1
2706,2023-06-07,8,7,4
2707,2021-12-18,9,7,1
2708,2021-06-20,6,1,3
2709,2023-01-24,8,1,1
2710,2023-11-20,1,1,1
2711,2021-12-18,7,4,1
2712,2021-04-12,4,4,2
2713,2021-11-08,8,7,1
2714,2022-12-28,4,11,1
2715,2023-07-26,4,3,1
2716,2022-05-18,3,7,1
2717,2023-09-02,9,2,1
2718,2023-02-27,7,11,1
2719,2023-03-08,11,7,1
2720,2023-09-24,8,7,1
2721,2023-02-02,2,2,2
2722,2023-09-03,2,5,1
2723,2023-08-28,4,2,1
2724,2022-12-19,5,14,1
2725,2021-03-05,14,3,2
2726,2021-12-01,2,14,1
2727,2022-02-07,10,9,1
2728,2022-05-02,11,9,1
2729,2022-09-01,1,2,2
2730,2022-09-22,15,3,1
2731,2023-05-14,4,7,3
2732,2021-05-05,1,15,1
2733,2023-04-10,13,5,1
2734,2021-02-18,2,3,1
2735,2021-10-20,5,8,1
2736,2022-06-03,4,10,3
2737,2023-09-20,5,13,1
2738,2022-08-21,1,16,1
2739,2023-11-24,4,8,2
2740,2021-07-12,3,1,1
2741,2022-05-12,8,2,1
2742,2022-02-01,9,7,1
2743,2021-12-21,11,18,1
2744,2021-12-13,4,1,
2745,2021-01-18,5,1,1
2746,2022-11-03,3,3,1
2747,2023-12-10,9,1,1
2748,2022-10-20,8,1,2
2749,2023-12-14,2,4,1
2750,2022-03-19,8,19,1
2751,2022-05-28,2,2,2
2752,2021-09-08,2,8,5
2753,2023-10-02,1,3,1
2754,2022-10-16,8,12,1
2755,2022-12-27,4,1,1
2756,2021-11-26,2,12,2
2757,2021-06-24,8,9,1
2758,2023-05-19,2,19,1
2759,2022-12-04,6,12,1
2760,2023-06-16,5,9,1
2761,2022-04-18,9,5,1
2762,2023-06-12,8,3,1
2763,2021-11-23,9,1,1
2764,2022-11-15,15,11,2
2765,2023-10-06,4,1,1
2766,2021-10-21,2,4,1
2767,2021-05-27,6,12,3
2768,2023-05-09,5,18,1
2769,2022-09-15,2,15,1
2770,2022-03-09,8,11,1
2771,2021-06-05,9,4,2
2772,2022-12-01,6,5,1
2773,2022-12-04,8,6,1
2774,2022-11-20,5,10,2
2775,2021-03-22,3,9,4
2776,2023-11-11,13,5,1
2777,2022-07-07,12,14,2
2778,2021-11-12,15,3,1
2779,2021-07-07,11,20,2
2780,2023-12-20,7,18,1
2781,2022-02-15,6,9,1
2782,2022-03-06,1,4,1
2783,2023-05-21,2,6,1
2784,2023-03-04,2,2,1
2785,2021-05-28,8,7,1
2786,2021-01-12,10,2,1
2787,2023-12-24,2,3,1
2788,2022-01-09,5,14,1
2789,2021-02-20,1,3,2
2790,2021-01-05,7,8,1
2791,2022-06-17,12,4,1
2792,2021-06-21,13,20,4
2793,2022-11-21,1,8,1
2794,2022-09-03,1,12,5
2795,2022-01-02,11,20,1
2796,2023-10-13,1,2,1
2797,2023-11-02,3,1,1
2798,2023-01-27,13,6,1
2799,2022-04-07,4,8,1
2800,2022-10-15,4,11,4
2801,2023-08-02,9,20,2
2802,2021-05-23,15,11,1
2803,2022-09-10,3,3,1
2804,2021-06-06,4,6,1
2805,2021-05-28,3,2,2
2806,2022-06-23,1,16,1
2807,2022-06-08,2,2,1
2808,2021-01-26,7,6,1
2809,2021-08-08,2,3,2
2810,2023-01-10,11,3,4
2811,2023-08-15,2,2,1
2812,2022-10-21,1,9,1
2813,2023-02-28,4,1,3
2814,2023-12-14,10,4,1
2815,2023-11-18,13,14,1
2816,2023-01-24,5,14,2
2817,2021-08-14,7,2,1
2818,2022-09-21,4,15,1
2819,2023-10-07,7,9,1
2820,2021-11-08,1,3,1
2821,2021-03-16,5,2,2
2822,2021-10-07,3,13,5
2823,2023-06-07,9,13,2
2824,2023-12-26,4,4,1
2825,2022-08-27,1,3,2
2826,2023-02-11,15,13,1
2827,2023-07-01,4,12,1
2828,2021-04-19,13,5,1
2829,2022-03-10,5,18,1
2830,2023-01-15,15,20,3
2831,2023-05-20,11,9,1
2832,2021-09-14,1,9,1
2833,2021-03-18,2,11,1
2834,2023-08-18,5,10,1
2835,2022-06-19,12,3,1
2836,2022-10-19,4,10,3
2837,2021-10-03,6,12,1
2838,2021-12-12,3,16,1
2839,2023-08-17,7,3,3
2840,2021-07-03,2,3,1
2841,2023-01-09,8,10,1
2842,2022-05-26,2,1,1
2843,2022-09-10,5,20,1
2844,2023-09-27,4,7,1
2845,2021-03-16,6,2,1
2846,2022-07-15,2,13,1
2847,2021-09-13,4,2,1
2848,2022-11-20,15,5,2
2849,2023-01-20,1,1,3
2850,2023-04-12,1,6,1
2851,2023-07-16,1,4,1
2852,2022-09-27,2,11,1
2853,2021-03-01,10,10,2
2854,2021-01-22,14,14,3
2855,2021-08-12,2,2,1
2856,2022-05-05,12,15,1
2857,2022-06-13,5,4,1
2858,2022-09-23,7,1,1
2859,2022-12-11,4,4,4
2860,2022-08-27,12,7,1
2861,2021-02-26,3,12,1
2862,2022-03-24,1,4,1
2863,2022-01-09,2,2,1
2864,2021-09-26,7,2,5
2865,2022-02-21,1,2,3
2866,2021-06-27,1,6,1
2867,2021-03-07,6,1,1
2868,2023-02-09,1,7,1
2869,2023-09-18,6,10,1
2870,2023-06-24,1,7,1
2871,2023-05-11,3,2,2
2872,2022-09-05,5,3,2
2873,2023-02-03,4,4,3
2874,2021-12-18,1,3,4
2875,2022-01-16,15,4,1
2876,2023-05-14,9,12,1
2877,2021-02-01,11,19,2
2878,2022-08-07,3,2,3
2879,2022-02-18,1,5,1
2880,2023-11-22,2,9,4
2881,2022-04-11,4,20,2
2882,2021-04-05,5,2,1
2883,2022-09-08,7,5,2
2884,2021-06-05,13,5,2
2885,2022-10-15,8,1,1
2886,2023-09-03,12,3,1
2887,2021-04-28,12,16,1
2888,2022-10-17,6,4,
2889,2022-01-18,5,7,1
2890,2022-12-26,5,17,1
2891,2021-10-16,8,5,1
2892,2021-06-05,10,2,1
2893,2021-01-17,4,9,1
2894,2023-03-16,1,17,1
2895,2023-07-17,11,6,1
2896,2021-06-08,2,13,1
2897,2022-02-22,8,4,1
2898,2023-10-25,7,3,1
2899,2021-11-12,4,6,1
2900,2022-04-13,7,2,1
2901,2023-09-15,4,3,1
2902,2022-03-04,4,17,4
2903,2022-07-01,12,20,1
2904,2022-04-11,4,3,1
2905,2022-11-08,8,9,1
2906,2023-02-21,4,1,1
2907,2023-07-25,1,7,4
2908,2023-09-08,4,1,1
2909,2021-04-16,8,7,1
2910,2023-03-25,1,2,3
2911,2022-02-02,7,1,1
2912,2023-05-24,1,10,1
2913,2022-01-14,2,7,1
2914,2021-06-03,1,5,1
2915,2022-04-26,2,5,1
2916,2022-05-16,3,1,1
2917,2022-08-05,3,11,2
2918,2021-12-03,13,4,
2919,2023-02-14,13,8,1
2920,2023-11-20,7,16,1
2921,2021-05-16,2,1,1
2922,2022-03-21,2,5,2
2923,2023-03-17,1,1,1
2924,2021-08-16,4,9,4
2925,2023-07-05,5,9,1
2926,2021-03-21,2,5,5
2927,2022-06-23,4,4,1
2928,2023-11-24,11,1,1
2929,2021-06-08,11,10,2
2930,2023-02-15,9,8,1
2931,2023-02-12,2,1,2
2932,2023-09-08,6,8,1
2933,2023-01-06,4,3,3
2934,2021-04-05,4,14,1
2935,2022-11-05,11,4,1
2936,2021-04-25,1,4,1
2937,2021-03-18,13,14,3
2938,2021-01-18,9,9,2
2939,2022-12-21,4,2,1
2940,2023-10-25,1,6,3
2941,2023-04-16,1,1,
2942,2023-10-22,4,1,2
2943,2022-07-06,6,7,1
2944,2023-06-08,1,1,1
2945,2022-09-20,3,1,4
2946,2023-03-01,14,18,1
2947,2023-02-01,10,2,1
2948,2021-08-17,6,1,1
2949,2022-10-05,5,1,1
2950,2021-01-25,5,1,5
2951,2021-01-19,2,1,1
2952,2021-12-24,3,6,1
2953,2022-01-05,1,13,1
2954,2022-01-04,8,2,1
2955,2023-08-01,8,9,1
2956,2021-11-05,3,2,1
2957,2023-05-25,2,2,1
2958,2021-11-24,5,7,1
2959,2022-03-26,9,5,4
2960,2022-05-22,3,10,1
2961,2022-08-01,2,3,
2962,2021-06-15,1,10,1
2963,2022-05-23,2,10,1
2964,2021-03-19,1,11,1
2965,2023-09-21,5,17,1
2966,2021-05-13,2,10,2
2967,2023-12-01,2,2,1
2968,2021-02-08,1,2,3
2969,2023-11-13,4,9,1
2970,2022-10-18,1,4,1
2971,2023-01-24,7,6,1
2972,2022-12-23,3,2,1
2973,2022-07-21,5,7,2
2974,2023-12-21,9,2,1
2975,2021-11-02,3,12,1
2976,2021-03-05,10,12,1
2977,2021-06-18,9,12,2
2978,2021-08-17,2,7,2
2979,2021-07-08,8,10,2
2980,2022-08-16,6,20,1
2981,2021-08-17,2,13,4
2982,2022-04-13,9,13,1
2983,2022-08-12,2,4,1
2984,2022-06-08,2,6,3
2985,2023-06-25,2,7,1
2986,2023-08-13,7,6,3
2987,2022-10-28,5,1,3
2988,2023-02-26,5,2,3
2989,2021-12-22,2,5,1
2990,2021-08-23,10,8,1
2991,2022-10-01,5,2,4
2992,2021-01-10,6,10,1
2993,2022-09-21,6,1,1
2994,2022-09-11,15,7,1
2995,2021-05-11,8,18,
2996,2023-05-10,12,3,1
2997,2021-12-16,15,1,1
2998,2021-07-03,14,2,1
2999,2022-01-03,1,2,1
3000,2022-06-07,4,8,1
3001,2022-11-20,13,8,3
3002,2022-03-08,3,13,1
3003,2023-01-06,1,20,
3004,2023-05-20,6,20,1
3005,2023-02-03,2,20,1
3006,2022-03-08,6,3,1
3007,2022-02-28,8,2,1
3008,2022-11-07,13,3,2
3009,2023-12-15,6,11,1
3010,2022-07-07,4,11,3
3011,2021-06-15,2,9,2
3012,2021-03-11,7,1,1
3013,2022-10-03,2,11,1
3014,2021-10-20,15,3,1
3015,2021-03-02,2,3,1
3016,2023-09-28,4,8,1
3017,2022-11-08,11,3,1
3018,2022-12-18,10,13,1
3019,2023-01-28,5,9,1
3020,2021-11-24,6,3,2
3021,2021-02-20,10,5,2
3022,2022-09-20,5,6,2
3023,2021-06-12,14,13,3
3024,2023-05-10,1,19,1
3025,2023-01-22,2,5,1
3026,2022-07-21,5,3,4
3027,2023-10-18,14,1,1
3028,2023-12-02,12,13,1
3029,2022-07-05,5,9,2
3030,2023-11-26,4,8,1
3031,2023-08-22,2,15,5
3032,2023-11-23,12,10,1
3033,2021-03-18,6,9,4
3034,2022-06-06,2,3,1
3035,2022-11-02,1,20,2
3036,2022-03-13,1,3,1
3037,2021-10-03,1,4,1
3038,2021-10-10,4,7,3
3039,2022-10-09,1,3,1
3040,2021-11-13,11,6,1
3041,2022-11-04,3,5,1
3042,2021-04-02,7,4,1
3043,2023-02-01,11,12,3
3044,2023-10-10,1,18,1
3045,2022-06-09,11,5,1
3046,2021-01-28,3,20,2
3047,2021-02-27,4,6,1
3048,2023-04-16,13,5,1
3049,2023-09-28,3,2,1
3050,2021-07-23,9,11,1
3051,2021-01-10,6,11,2
3052,2021-08-03,2,6,1
3053,2021-08-06,5,13,1
3054,2021-04-04,10,4,1
3055,2021-09-10,1,3,4
3056,2022-09-06,7,11,1
3057,2021-02-09,4,3,1
3058,2023-03-07,3,15,4
3059,2022-03-02,7,6,1
3060,2021-11-04,1,3,3
3061,2023-03-06,2,10,1
3062,2022-02-13,3,3,1
3063,2023-08-17,1,1,1
3064,2021-11-22,15,5,2
3065,2021-09-26,3,6,1
3066,2021-04-15,2,3,1
3067,2021-07-09,13,2,1
3068,2022-11-25,4,4,1
3069,2022-07-25,3,1,1
3070,2023-12-05,7,2,1
3071,2021-06-20,2,2,3
3072,2023-01-09,2,8,1
3073,2022-12-09,9,1,2
3074,2021-05-03,13,12,1
3075,2021-02-27,9,8,5
3076,2022-04-13,9,10,5
3077,2022-11-12,14,17,1
3078,2022-10-08,2,2,1
3079,2022-04-17,13,12,1
3080,2022-01-02,11,17,1
3081,2021-08-19,1,16,1
3082,2022-02-04,10,8,1
3083,2021-09-08,1,16,1
3084,2021-11-16,8,11,3
3085,2022-12-24,14,1,4
3086,2022-12-09,15,3,1
3087,2021-10-08,6,3,1
3088,2022-04-19,5,5,1
3089,2022-12-08,5,6,2
3090,2022-02-07,7,2,3
3091,2023-03-08,15,17,1
3092,2021-02-27,10,6,2
3093,2023-05-14,11,8,1
3094,2022-03-17,2,1,4
3095,2023-07-04,5,3,1
3096,2022-12-26,4,6,1
3097,2023-03-01,5,14,1
3098,2022-11-13,5,3,1
3099,2023-01-11,4,4,1
3100,2023-08-24,6,3,2
3101,2023-04-13,4,2,1
3102,2021-11-24,12,6,1
3103,2023-08-07,7,7,1
3104,2021-09-16,3,1,1
3105,2022-07-14,1,4,2
3106,2023-09-25,11,1,2
3107,2022-10-23,2,7,1
3108,2022-10-17,13,5,2
3109,2023-08-12,5,3,2
3110,2021-09-13,11,6,1
3111,2023-12-11,11,1,1
3112,2022-12-05,15,3,1
3113,2022-07-06,2,13,2
3114,2023-09-17,11,6,1
3115,2021-02-23,8,6,1
3116,2021-09-04,3,4,3
3117,2022-06-19,2,19,2
3118,2022-05-01,8,13,2
3119,2021-08-08,3,1,1
3120,2023-10-02,11,2,1
3121,2022-03-28,1,4,2
3122,2021-03-03,10,4,2
3123,2022-02-24,14,1,1
3124,2023-11-28,2,1,1
3125,2021-03-20,15,9,1
3126,2022-07-09,4,2,3
3127,2023-02-06,3,8,1
3128,2022-06-07,4,2,1
3129,2023-08-19,14,20,2
3130,2023-03-09,1,9,1
3131,2021-12-08,7,2,1
3132,2023-02-11,9,5,3
3133,2022-09-06,1,17,1
3134,2023-11-02,2,13,1
3135,2023-04-10,1,2,2
3136,2021-02-12,3,11,1
3137,2023-10-09,3,5,3
3138,2023-04-03,4,3,1
3139,2022-02-09,4,6,1
3140,2021-10-05,4,14,2
3141,2021-07-19,3,14,1
3142,2021-12-02,2,5,4
3143,2023-10-11,5,3,1
3144,2021-09-04,1,4,1
3145,2023-11-23,15,8,1
3146,2023-11-24,2,3,1
3147,2022-01-16,8,7,1
3148,2022-06-02,8,2,3
3149,2022-05-10,9,10,1
3150,2022-05-21,3,1,1
3151,2022-09-25,5,2,1
3152,2023-04-28,2,12,1
3153,2023-07-13,8,4,
3154,2021-09-19,4,11,3
3155,2023-06-18,5,17,1
3156,2023-07-13,2,6,1
3157,2022-11-23,1,6,1
3158,2023-07-28,1,5,1
3159,2022-10-24,1,4,1
3160,2021-01-23,4,1,3
3161,2021-07-10,11,11,2
3162,2023-07-08,6,1,1
3163,2021-06-19,1,8,2
3164,2023-01-24,4,6,5
3165,2021-09-14,11,10,1
3166,2022-09-07,4,18,1
3167,2022-02-08,8,12,1
3168,2022-11-24,10,7,3
3169,2022-02-08,9,5,1
3170,2023-01-06,3,9,1
3171,2021-12-15,11,8,1
3172,2023-09-18,15,5,1
3173,2022-02-28,8,13,4
3174,2023-08-02,1,17,1
3175,2021-12-12,1,7,2
3176,2023-03-22,5,1,1
3177,2021-06-03,4,5,1
3178,2023-02-23,1,10,5
3179,2021-09-12,2,4,1
3180,2021-10-15,5,1,4
3181,2022-10-06,15,9,2
3182,2021-09-18,1,16,1
3183,2022-04-13,8,4,2
3184,2022-10-03,1,1,3
3185,2022-05-06,1,6,1
3186,2023-10-21,1,7,1
3187,2023-02-13,5,2,5
3188,2023-10-20,2,15,3
3189,2023-07-02,6,17,5
3190,2021-03-24,12,3,1
3191,2021-09-08,15,2,1
3192,2023-01-20,9,3,1
3193,2021-06-19,8,3,1
3194,2021-01-28,8,1,1
3195,2022-12-05,5,2,3
3196,2022-03-28,7,15,1
3197,2022-01-18,13,11,3
3198,2022-10-27,2,10,3
3199,2021-07-10,1,13,2
3200,2023-10-16,2,4,2
3201,2021-04-08,1,14,3
3202,2021-07-05,7,8,1
3203,2021-10-20,13,1,1
3204,2022-02-05,1,13,3
3205,2022-12-05,15,3,1
3206,2022-11-14,5,1,2
3207,2023-06-02,5,3,2
3208,2021-04-07,1,7,5
3209,2023-11-06,3,1,1
3210,2022-10-09,7,3,1
3211,2023-03-06,5,14,1
3212,2021-10-15,4,8,1
3213,2021-03-10,2,9,1
3214,2022-01-05,2,3,1
3215,2022-05-10,1,20,1
3216,2023-01-12,14,15,3
3217,2022-10-03,2,18,1
3218,2022-05-23,4,15,2
3219,2021-07-06,4,6,2
3220,2022-08-25,4,20,1
3221,2022-05-14,3,5,1
3222,2021-09-03,6,1,3
3223,2021-12-20,7,4,2
3224,2023-03-08,2,2,1
3225,2022-03-19,5,12,1
3226,2021-02-17,2,6,1
3227,2023-02-04,6,11,1
3228,2023-08-19,9,3,3
3229,2022-08-25,6,4,2
3230,2022-09-07,9,3,1
3231,2023-04-20,1,9,1
3232,2021-06-17,1,1,2
3233,2023-09-21,1,8,2
3234,2022-07-18,7,18,3
3235,2021-03-16,6,1,3
3236,2021-01-19,15,1,1
3237,2023-05-02,1,12,1
3238,2022-09-08,9,1,2
3239,2023-10-07,8,6,1
3240,2023-04-17,7,5,1
3241,2023-05-27,14,2,1
3242,2021-05-18,2,14,3
3243,2021-06-14,4,7,1
3244,2022-01-10,1,1,1
3245,2022-11-27,3,4,1
3246,2023-09-18,8,9,1
3247,2023-12-02,13,15,2
3248,2023-06-18,9,14,1
3249,2022-01-16,3,15,1
3250,2021-06-16,6,9,1
3251,2021-05-14,8,20,3
3252,2023-04-07,12,16,2
3253,2023-08-17,14,1,5
3254,2023-03-05,7,19,1
3255,2023-08-06,2,7,5
3256,2022-12-10,3,1,3
3257,2021-06-20,7,7,1
3258,2023-03-22,4,11,1
3259,2022-07-06,14,6,1
3260,2023-09-24,4,13,3
3261,2023-07-19,14,1,1
3262,2021-01-08,2,4,3
3263,2023-02-23,3,5,1
3264,2021-03-17,2,5,1
3265,2021-05-24,10,3,1
3266,2021-05-15,5,5,2
3267,2022-10-25,4,4,1
3268,2022-01-04,5,1,1
3269,2021-04-03,3,5,1
3270,2023-11-08,5,2,1
3271,2021-04-24,1,13,1
3272,2023-01-19,1,2,3
3273,2021-05-12,6,2,1
3274,2023-12-11,1,3,1
3275,2022-09-10,10,9,1
3276,2023-09-26,5,5,2
3277,2021-02-16,2,13,1
3278,2022-01-10,8,10,4
3279,2023-07-10,3,1,4
3280,2023-01-02,11,5,1
3281,2023-12-28,5,16,1
3282,2023-11-28,6,8,1
3283,2023-10-20,3,20,1
3284,2022-07-11,1,16,1
3285,2022-03-06,5,7,1
3286,2022-12-01,9,5,2
3287,2022-11-02,3,3,1
3288,2021-03-07,1,7,1
3289,2022-07-10,14,5,1
3290,2023-08-04,5,4,1
3291,2023-09-25,1,6,3
3292,2022-03-15,6,10,1
3293,2023-07-28,11,4,2
3294,2022-05-14,6,3,5
3295,2023-03-22,14,6,1
3296,2021-09-09,4,10,1
3297,2021-03-06,5,3,2
3298,2022-04-17,10,9,1
3299,2022-12-05,14,9,1
3300,2022-05-04,3,2,3
3301,2023-05-02,8,2,2
3302,2022-04-04,3,12,1
3303,2021-11-06,12,13,4
3304,2023-11-02,6,3,1
3305,2022-12-27,15,6,2
3306,2023-11-27,9,18,1
3307,2023-03-09,9,3,1
3308,2022-11-16,1,4,1
3309,2023-08-22,9,6,1
3310,2021-04-01,7,4,1
3311,2021-06-25,2,10,2
3312,2023-10-05,7,10,1
3313,2022-06-11,7,10,3
3314,2023-08-20,15,1,2
3315,2021-04-04,2,2,3
3316,2023-01-13,8,5,1
3317,2023-11-19,3,14,1
3318,2021-08-05,15,4,1
3319,2023-02-11,3,5,3
3320,2023-11-07,3,2,1
3321,2022-12-09,2,2,1
3322,2022-06-23,1,10,1
3323,2021-08-23,3,9,1
3324,2021-08-19,7,16,1
3325,2021-03-08,3,2,1
3326,2022-07-06,9,11,1
3327,2021-04-05,1,10,1
3328,2021-07-15,2,4,1
3329,2021-08-10,8,15,1
3330,2022-02-25,6,9,2
3331,2023-08-06,10,6,1
3332,2021-07-27,1,3,2
3333,2023-01-17,1,11,1
3334,2021-07-07,2,2,1
3335,2023-06-12,2,3,1
3336,2022-10-23,3,17,1
3337,2022-03-16,2,13,2
3338,2021-12-20,2,4,1
3339,2023-03-20,1,16,3
3340,2022-05-26,1,11,1
3341,2021-12-26,4,4,1
3342,2021-05-06,2,4,1
3343,2022-03-28,2,6,1
3344,2022-01-22,9,3,4
3345,2021-05-16,11,1,1
3346,2023-08-15,5,14,1
3347,2023-12-08,4,2,2
3348,2023-04-28,15,17,
3349,2021-06-13,11,9,1
